"행정구역","2022년10월_총인구수","2022년10월_세대수","2022년10월_세대당 인구","2022년10월_남자 인구수","2022년10월_여자 인구수","2022년10월_남여 비율"
"강원도 양양군 (4283000000)","27,859","14,903","          1.87","14,227","13,632","          1.04"
"강원도 양양군 양양읍(4283025000)","12,619","6,270","          2.01","6,407","6,212","          1.03"
"강원도 양양군 서면(4283031000)","2,766","1,517","          1.82","1,423","1,343","          1.06"
"강원도 양양군 손양면(4283032000)","2,297","1,258","          1.83","1,147","1,150","          1.00"
"강원도 양양군 현북면(4283033000)","2,636","1,564","          1.69","1,362","1,274","          1.07"
"강원도 양양군 현남면(4283034000)","2,982","1,757","          1.70","1,553","1,429","          1.09"
"강원도 양양군 강현면(4283035000)","4,559","2,537","          1.80","2,335","2,224","          1.05"
"충청북도  (4300000000)","1,595,578","771,479","          2.07","810,747","784,831","          1.03"
"충청북도 청주시 (4311000000)","849,207","393,328","          2.16","428,830","420,377","          1.02"
"충청북도 청주시 상당구 (4311100000)","195,507","86,678","          2.26","97,176","98,331","          0.99"
"충청북도 청주시 상당구 낭성면(4311131000)","2,183","1,223","          1.78","1,150","1,033","          1.11"
"충청북도 청주시 상당구 미원면(4311132000)","4,759","2,824","          1.69","2,447","2,312","          1.06"
"충청북도 청주시 상당구 가덕면(4311133000)","3,793","2,082","          1.82","1,949","1,844","          1.06"
"충청북도 청주시 상당구 남일면(4311134000)","6,751","3,222","          2.10","3,464","3,287","          1.05"
"충청북도 청주시 상당구 문의면(4311135000)","3,808","2,047","          1.86","1,979","1,829","          1.08"
"충청북도 청주시 상당구 중앙동(4311152500)","6,744","3,432","          1.97","3,316","3,428","          0.97"
"충청북도 청주시 상당구 성안동(4311154500)","6,688","3,949","          1.69","3,423","3,265","          1.05"
"충청북도 청주시 상당구 탑대성동(4311162000)","8,398","4,088","          2.05","4,097","4,301","          0.95"
"충청북도 청주시 상당구 영운동(4311167000)","10,437","5,286","          1.97","5,240","5,197","          1.01"
"충청북도 청주시 상당구 금천동(4311168000)","30,475","12,614","          2.42","14,759","15,716","          0.94"
"충청북도 청주시 상당구 용담.명암.산성동(4311169000)","13,184","4,873","          2.71","6,498","6,686","          0.97"
"충청북도 청주시 상당구 용암1동(4311172000)","57,581","24,505","          2.35","28,788","28,793","          1.00"
"충청북도 청주시 상당구 용암2동(4311173000)","40,706","16,533","          2.46","20,066","20,640","          0.97"
"충청북도 청주시 서원구 (4311200000)","191,661","90,321","          2.12","95,550","96,111","          0.99"
"충청북도 청주시 서원구 남이면(4311231000)","10,011","4,741","          2.11","5,241","4,770","          1.10"
"충청북도 청주시 서원구 현도면(4311232000)","3,158","1,843","          1.71","1,637","1,521","          1.08"
"충청북도 청주시 서원구 사직1동(4311251000)","5,789","2,989","          1.94","3,005","2,784","          1.08"
"충청북도 청주시 서원구 사직2동(4311252000)","13,198","5,365","          2.46","6,471","6,727","          0.96"
"충청북도 청주시 서원구 사창동(4311253000)","14,646","8,737","          1.68","7,441","7,205","          1.03"
"충청북도 청주시 서원구 모충동(4311254000)","17,426","9,131","          1.91","8,725","8,701","          1.00"
"충청북도 청주시 서원구 산남동(4311255000)","26,001","10,640","          2.44","13,022","12,979","          1.00"
"충청북도 청주시 서원구 분평동(4311256000)","29,589","12,084","          2.45","14,354","15,235","          0.94"
"충청북도 청주시 서원구 수곡1동(4311257000)","13,198","7,107","          1.86","6,710","6,488","          1.03"
"충청북도 청주시 서원구 수곡2동(4311258000)","15,591","7,698","          2.03","7,671","7,920","          0.97"
"충청북도 청주시 서원구 성화.개신.죽림동(4311259000)","43,054","19,986","          2.15","21,273","21,781","          0.98"
"충청북도 청주시 흥덕구 (4311300000)","268,073","125,687","          2.13","136,215","131,858","          1.03"
"충청북도 청주시 흥덕구 오송읍(4311325000)","24,500","12,463","          1.97","12,175","12,325","          0.99"
"충청북도 청주시 흥덕구 강내면(4311331000)","10,676","5,141","          2.08","5,490","5,186","          1.06"
"충청북도 청주시 흥덕구 옥산면(4311332000)","17,798","7,794","          2.28","9,082","8,716","          1.04"
"충청북도 청주시 흥덕구 운천.신봉동(4311370000)","16,287","7,853","          2.07","8,028","8,259","          0.97"
"충청북도 청주시 흥덕구 복대1동(4311374100)","49,902","21,017","          2.37","25,499","24,403","          1.04"
"충청북도 청주시 흥덕구 복대2동(4311374200)","16,050","9,367","          1.71","8,291","7,759","          1.07"
"충청북도 청주시 흥덕구 가경동(4311374700)","55,598","22,504","          2.47","27,117","28,481","          0.95"
"충청북도 청주시 흥덕구 봉명1동(4311375100)","9,487","5,860","          1.62","5,068","4,419","          1.15"
"충청북도 청주시 흥덕구 봉명2.송정동(4311375600)","23,389","12,042","          1.94","12,562","10,827","          1.16"
"충청북도 청주시 흥덕구 강서제1동(4311376000)","28,382","14,848","          1.91","14,427","13,955","          1.03"
"충청북도 청주시 흥덕구 강서제2동(4311377000)","16,004","6,798","          2.35","8,476","7,528","          1.13"
"충청북도 청주시 청원구 (4311400000)","193,966","90,642","          2.14","99,889","94,077","          1.06"
"충청북도 청주시 청원구 내수읍(4311425000)","18,924","9,061","          2.09","9,711","9,213","          1.05"
"충청북도 청주시 청원구 오창읍(4311425300)","69,677","31,193","          2.23","37,218","32,459","          1.15"
"충청북도 청주시 청원구 북이면(4311431000)","4,419","2,558","          1.73","2,365","2,054","          1.15"
"충청북도 청주시 청원구 우암동(4311451000)","12,327","7,439","          1.66","6,231","6,096","          1.02"
"충청북도 청주시 청원구 내덕1동(4311452000)","8,368","4,340","          1.93","4,233","4,135","          1.02"
"충청북도 청주시 청원구 내덕2동(4311453000)","13,343","6,569","          2.03","6,853","6,490","          1.06"
"충청북도 청주시 청원구 율량.사천동(4311454000)","48,781","22,010","          2.22","24,327","24,454","          0.99"
"충청북도 청주시 청원구 오근장동(4311455000)","18,127","7,472","          2.43","8,951","9,176","          0.98"
"충청북도 충주시 (4313000000)","208,415","100,776","          2.07","105,552","102,863","          1.03"
"충청북도 충주시 주덕읍(4313025000)","4,764","2,629","          1.81","2,472","2,292","          1.08"
"충청북도 충주시 살미면(4313031000)","2,031","1,109","          1.83","1,026","1,005","          1.02"
"충청북도 충주시 수안보면(4313032500)","2,870","1,654","          1.74","1,440","1,430","          1.01"
"충청북도 충주시 대소원면(4313033500)","9,236","5,511","          1.68","5,237","3,999","          1.31"
"충청북도 충주시 신니면(4313035000)","2,824","1,584","          1.78","1,452","1,372","          1.06"
"충청북도 충주시 노은면(4313036000)","2,229","1,253","          1.78","1,144","1,085","          1.05"
"충청북도 충주시 앙성면(4313037000)","3,965","2,330","          1.70","2,044","1,921","          1.06"
"충청북도 충주시 중앙탑면(4313038500)","13,640","6,063","          2.25","7,053","6,587","          1.07"
"충청북도 충주시 금가면(4313039000)","3,872","1,838","          2.11","2,079","1,793","          1.16"
"충청북도 충주시 동량면(4313040000)","3,599","1,898","          1.90","1,813","1,786","          1.02"
"충청북도 충주시 산척면(4313041000)","2,221","1,219","          1.82","1,143","1,078","          1.06"
"충청북도 충주시 엄정면(4313042000)","3,061","1,647","          1.86","1,554","1,507","          1.03"
"충청북도 충주시 소태면(4313043000)","1,920","1,052","          1.83","988","932","          1.06"
"충청북도 충주시 성내.충인동(4313051500)","2,580","1,500","          1.72","1,267","1,313","          0.96"
"충청북도 충주시 교현.안림동(4313053500)","23,157","10,152","          2.28","11,516","11,641","          0.99"
"충청북도 충주시 교현2동(4313054000)","6,654","3,614","          1.84","3,379","3,275","          1.03"
"충청북도 충주시 용산동(4313055000)","14,811","6,252","          2.37","7,282","7,529","          0.97"
"충청북도 충주시 지현동(4313056000)","5,165","2,492","          2.07","2,553","2,612","          0.98"
"충청북도 충주시 문화동(4313057100)","9,328","4,747","          1.97","4,694","4,634","          1.01"
"충청북도 충주시 호암.직동(4313058000)","20,318","8,663","          2.35","10,072","10,246","          0.98"
"충청북도 충주시 달천동(4313060500)","3,825","2,389","          1.60","2,068","1,757","          1.18"
"충청북도 충주시 봉방동(4313061000)","9,003","4,694","          1.92","4,685","4,318","          1.08"
"충청북도 충주시 칠금.금릉동(4313062500)","14,335","6,309","          2.27","7,069","7,266","          0.97"
"충청북도 충주시 연수동(4313063000)","36,420","17,281","          2.11","18,084","18,336","          0.99"
"충청북도 충주시 목행.용탄동(4313064000)","6,587","2,896","          2.27","3,438","3,149","          1.09"
"충청북도 제천시 (4315000000)","131,360","65,647","          2.00","65,996","65,364","          1.01"
"충청북도 제천시 봉양읍(4315025000)","6,721","3,677","          1.83","3,430","3,291","          1.04"
"충청북도 제천시 금성면(4315031000)","1,848","1,061","          1.74","980","868","          1.13"
"충청북도 제천시 청풍면(4315032000)","1,249","780","          1.60","647","602","          1.07"
"충청북도 제천시 수산면(4315033000)","2,011","1,226","          1.64","1,048","963","          1.09"
"충청북도 제천시 덕산면(4315034000)","2,138","1,180","          1.81","1,086","1,052","          1.03"
"충청북도 제천시 한수면(4315035000)","685","400","          1.71","349","336","          1.04"
"충청북도 제천시 백운면(4315036000)","3,301","1,898","          1.74","1,699","1,602","          1.06"
"충청북도 제천시 송학면(4315038000)","4,690","2,604","          1.80","2,464","2,226","          1.11"
"충청북도 제천시 교동(4315051000)","18,343","7,814","          2.35","9,027","9,316","          0.97"
"충청북도 제천시 의림지동(4315051800)","9,990","4,528","          2.21","4,958","5,032","          0.99"
"충청북도 제천시 중앙동(4315052800)","5,650","3,076","          1.84","2,797","2,853","          0.98"
"충청북도 제천시 남현동(4315053700)","4,816","2,548","          1.89","2,400","2,416","          0.99"
"충청북도 제천시 영서동(4315054700)","9,998","4,886","          2.05","5,006","4,992","          1.00"
"충청북도 제천시 용두동(4315056000)","18,581","9,584","          1.94","9,259","9,322","          0.99"
"충청북도 제천시 신백동(4315057700)","10,903","5,227","          2.09","5,444","5,459","          1.00"
"충청북도 제천시 청전동(4315059000)","15,388","8,113","          1.90","7,769","7,619","          1.02"
